2.625000 370.906373 
2.700000 236.530655 
2.775000 152.339528 
2.850000 98.839623 
2.925000 64.417530 
3.000000 42.031016 
3.075000 27.339764 
3.150000 17.628417 
3.225000 11.174711 
3.300000 6.872398 
3.375000 4.002671 
3.450000 2.093524 
3.525000 0.832054 
3.600000 0.009045 
3.675000 -0.516448 
3.750000 -0.840006 
3.825000 -1.026806 
3.900000 -1.121487 
3.975000 -1.154720 
4.050000 -1.147615 
4.125000 -1.114705 
4.200000 -1.065977 
4.275000 -1.008262 
4.350000 -0.946201 
4.425000 -0.882903 
4.500000 -0.820416 
4.575000 -0.760047 
4.650000 -0.702588 
4.725000 -0.648481 
4.800000 -0.597924 
4.875000 -0.550956 
4.950000 -0.507506 
5.025000 -0.467437 
5.100000 -0.430573 
5.175000 -0.396714 
5.250000 -0.365652 
5.325000 -0.337178 
5.400000 -0.311089 
5.475000 -0.287190 
5.550000 -0.265299 
5.625000 -0.245244 
5.700000 -0.226866 
5.775000 -0.210019 
5.850000 -0.194568 
5.925000 -0.180391 
6.000000 -0.167374 
6.075000 -0.155415 
6.150000 -0.144421 
6.225000 -0.134307 
6.300000 -0.124997 
6.375000 -0.116419 
6.450000 -0.108511 
6.525000 -0.101216 
6.600000 -0.094479 
6.675000 -0.088255 
6.750000 -0.082500 
6.825000 -0.077174 
6.900000 -0.072242 
6.975000 -0.067671 
7.050000 -0.063432 
7.125000 -0.059498 
7.200000 -0.055844 
7.275000 -0.052448 
7.350000 -0.049290 
7.425000 -0.046350 
7.500000 -0.043612 
7.575000 -0.041061 
7.650000 -0.038681 
7.725000 -0.036460 
7.800000 -0.034386 
7.875000 -0.032449 
7.950000 -0.030637 
8.025000 -0.028942 
8.100000 -0.027355 
8.175000 -0.025869 
8.250000 -0.024476 
8.325000 -0.023169 
8.400000 -0.021943 
8.475000 -0.020793 
8.550000 -0.019711 
8.625000 -0.018695 
8.700000 -0.017740 
8.775000 -0.016841 
8.850000 -0.015994 
8.925000 -0.015197 
9.000000 -0.014446 
9.075000 -0.013737 
9.150000 -0.013069 
9.225000 -0.012439 
9.300000 -0.011843 
9.375000 -0.011281 
9.450000 -0.010750 
9.525000 -0.010247 
9.600000 -0.009772 
9.675000 -0.009322 
9.750000 -0.008897 
9.825000 -0.008493 
9.900000 -0.008111 
9.975000 -0.007749 
10.050000 -0.007406 
10.125000 -0.007080 
10.200000 -0.006771 
10.275000 -0.006477 
10.350000 -0.006199 
10.425000 -0.005934 
10.500000 -0.005682 
10.575000 -0.005443 
10.650000 -0.005215 
10.725000 -0.004998 
10.800000 -0.004792 
10.875000 -0.004596 
10.950000 -0.004409 
11.025000 -0.004230 
11.100000 -0.004061 
11.175000 -0.003899 
11.250000 -0.003744 
11.325000 -0.003597 
11.400000 -0.003456 
11.475000 -0.003322 
11.550000 -0.003194 
11.625000 -0.003071 
11.700000 -0.002954 
11.775000 -0.002843 
11.850000 -0.002736 
11.925000 -0.002633 
12.000000 -0.002535 
12.075000 -0.002442 
12.150000 -0.002352 
12.225000 -0.002266 
12.300000 -0.002184 
12.375000 -0.002106 
12.450000 -0.002030 
12.525000 -0.001958 
12.600000 -0.001889 
12.675000 -0.001822 
12.750000 -0.001758 
12.825000 -0.001697 
12.900000 -0.001639 
12.975000 -0.001582 
13.050000 -0.001528 
13.125000 -0.001476 
13.200000 -0.001426 
13.275000 -0.001378 
13.350000 -0.001332 
13.425000 -0.001288 
13.500000 -0.001246 
13.575000 -0.001205 
13.650000 -0.001165 
13.725000 -0.001127 
13.800000 -0.001091 
13.875000 -0.001056 
13.950000 -0.001022 
14.025000 -0.000990 
14.100000 -0.000958 
14.175000 -0.000928 
14.250000 -0.000899 
14.325000 -0.000871 
14.400000 -0.000844 
14.475000 -0.000818 
14.550000 -0.000793 
14.625000 -0.000769 
14.700000 -0.000745 
14.775000 -0.000723 
14.850000 -0.000701 
14.925000 -0.000680 
