2.625000 28603.349581 
2.700000 14300.529505 
2.775000 7452.366162 
2.850000 4027.573874 
2.925000 2247.642628 
3.000000 1290.399730 
3.075000 759.637352 
3.150000 457.183683 
3.225000 280.543638 
3.300000 175.076697 
3.375000 110.841673 
3.450000 71.015394 
3.525000 45.926266 
3.600000 29.896102 
3.675000 19.526312 
3.750000 12.746310 
3.825000 8.273818 
3.900000 5.302713 
3.975000 3.319153 
4.050000 1.991408 
4.125000 1.102808 
4.200000 0.510323 
4.275000 0.118618 
4.350000 -0.136406 
4.425000 -0.298178 
4.500000 -0.396320 
4.575000 -0.451153 
4.650000 -0.476681 
4.725000 -0.482584 
4.800000 -0.475572 
4.875000 -0.460290 
4.950000 -0.439956 
5.025000 -0.416784 
5.100000 -0.392290 
5.175000 -0.367499 
5.250000 -0.343089 
5.325000 -0.319499 
5.400000 -0.296997 
5.475000 -0.275734 
5.550000 -0.255781 
5.625000 -0.237153 
5.700000 -0.219827 
5.775000 -0.203760 
5.850000 -0.188890 
5.925000 -0.175149 
6.000000 -0.162465 
6.075000 -0.150765 
6.150000 -0.139977 
6.225000 -0.130033 
6.300000 -0.120866 
6.375000 -0.112415 
6.450000 -0.104622 
6.525000 -0.097434 
6.600000 -0.090800 
6.675000 -0.084675 
6.750000 -0.079018 
6.825000 -0.073788 
6.900000 -0.068953 
6.975000 -0.064477 
7.050000 -0.060334 
7.125000 -0.056494 
7.200000 -0.052934 
7.275000 -0.049631 
7.350000 -0.046565 
7.425000 -0.043716 
7.500000 -0.041067 
7.575000 -0.038603 
7.650000 -0.036309 
7.725000 -0.034173 
7.800000 -0.032181 
7.875000 -0.030323 
7.950000 -0.028589 
8.025000 -0.026969 
8.100000 -0.025455 
8.175000 -0.024040 
8.250000 -0.022716 
8.325000 -0.021476 
8.400000 -0.020314 
8.475000 -0.019225 
8.550000 -0.018203 
8.625000 -0.017245 
8.700000 -0.016344 
8.775000 -0.015499 
8.850000 -0.014704 
8.925000 -0.013956 
9.000000 -0.013252 
9.075000 -0.012590 
9.150000 -0.011965 
9.225000 -0.011377 
9.300000 -0.010822 
9.375000 -0.010299 
9.450000 -0.009805 
9.525000 -0.009339 
9.600000 -0.008898 
9.675000 -0.008481 
9.750000 -0.008087 
9.825000 -0.007714 
9.900000 -0.007362 
9.975000 -0.007027 
10.050000 -0.006711 
10.125000 -0.006411 
10.200000 -0.006127 
10.275000 -0.005857 
10.350000 -0.005601 
10.425000 -0.005358 
10.500000 -0.005127 
10.575000 -0.004908 
10.650000 -0.004700 
10.725000 -0.004502 
10.800000 -0.004313 
10.875000 -0.004134 
10.950000 -0.003964 
11.025000 -0.003801 
11.100000 -0.003647 
11.175000 -0.003499 
11.250000 -0.003359 
11.325000 -0.003225 
11.400000 -0.003097 
11.475000 -0.002975 
11.550000 -0.002859 
11.625000 -0.002748 
11.700000 -0.002642 
11.775000 -0.002541 
11.850000 -0.002444 
11.925000 -0.002352 
12.000000 -0.002263 
12.075000 -0.002179 
12.150000 -0.002098 
12.225000 -0.002021 
12.300000 -0.001947 
12.375000 -0.001876 
12.450000 -0.001808 
12.525000 -0.001743 
12.600000 -0.001681 
12.675000 -0.001621 
12.750000 -0.001564 
12.825000 -0.001509 
12.900000 -0.001456 
12.975000 -0.001405 
13.050000 -0.001357 
13.125000 -0.001310 
13.200000 -0.001266 
13.275000 -0.001223 
13.350000 -0.001182 
13.425000 -0.001142 
13.500000 -0.001104 
13.575000 -0.001067 
13.650000 -0.001032 
13.725000 -0.000998 
13.800000 -0.000966 
13.875000 -0.000934 
13.950000 -0.000904 
14.025000 -0.000875 
14.100000 -0.000847 
14.175000 -0.000820 
14.250000 -0.000795 
14.325000 -0.000770 
14.400000 -0.000746 
14.475000 -0.000722 
14.550000 -0.000700 
14.625000 -0.000679 
14.700000 -0.000658 
14.775000 -0.000638 
14.850000 -0.000618 
14.925000 -0.000600 
