    0.000000     0.000000     0.000855     0.010739
    3.141593     0.000000     0.000855     0.010739
    1.570796     0.000000     0.000855     0.010739
    1.570796     1.570796     0.000855     0.010739
    1.570796     3.141593     0.000855     0.010739
    1.570796     4.712389     0.000855     0.010739
    0.955317     0.785398     0.003599     0.045228
    0.955317     2.356194     0.003599     0.045228
    0.955317     3.926991     0.003599     0.045228
    0.955317     5.497787     0.003599     0.045228
    2.186276     0.785398     0.003599     0.045228
    2.186276     2.356194     0.003599     0.045228
    2.186276     3.926991     0.003599     0.045228
    2.186276     5.497787     0.003599     0.045228
    1.441195     0.785398     0.003650     0.045868
    1.441195     2.356194     0.003650     0.045868
    1.441195     3.926991     0.003650     0.045868
    1.441195     5.497787     0.003650     0.045868
    1.700398     0.785398     0.003650     0.045868
    1.700398     2.356194     0.003650     0.045868
    1.700398     3.926991     0.003650     0.045868
    1.700398     5.497787     0.003650     0.045868
    0.793750     0.182271     0.003650     0.045868
    0.793750     1.753067     0.003650     0.045868
    0.793750     3.323864     0.003650     0.045868
    0.793750     4.894660     0.003650     0.045868
    2.347843     0.182271     0.003650     0.045868
    2.347843     1.753067     0.003650     0.045868
    2.347843     3.323864     0.003650     0.045868
    2.347843     4.894660     0.003650     0.045868
    0.793750     1.388525     0.003650     0.045868
    0.793750     2.959322     0.003650     0.045868
    0.793750     4.530118     0.003650     0.045868
    0.793750     6.100914     0.003650     0.045868
    2.347843     1.388525     0.003650     0.045868
    2.347843     2.959322     0.003650     0.045868
    2.347843     4.530118     0.003650     0.045868
    2.347843     6.100914     0.003650     0.045868
    1.190674     0.785398     0.003605     0.045300
    1.190674     2.356194     0.003605     0.045300
    1.190674     3.926991     0.003605     0.045300
    1.190674     5.497787     0.003605     0.045300
    1.950919     0.785398     0.003605     0.045300
    1.950919     2.356194     0.003605     0.045300
    1.950919     3.926991     0.003605     0.045300
    1.950919     5.497787     0.003605     0.045300
    0.854451     0.514329     0.003605     0.045300
    0.854451     2.085125     0.003605     0.045300
    0.854451     3.655921     0.003605     0.045300
    0.854451     5.226718     0.003605     0.045300
    2.287142     0.514329     0.003605     0.045300
    2.287142     2.085125     0.003605     0.045300
    2.287142     3.655921     0.003605     0.045300
    2.287142     5.226718     0.003605     0.045300
    0.854451     1.056468     0.003605     0.045300
    0.854451     2.627264     0.003605     0.045300
    0.854451     4.198060     0.003605     0.045300
    0.854451     5.768857     0.003605     0.045300
    2.287142     1.056468     0.003605     0.045300
    2.287142     2.627264     0.003605     0.045300
    2.287142     4.198060     0.003605     0.045300
    2.287142     5.768857     0.003605     0.045300
    0.732579     0.785398     0.003577     0.044947
    0.732579     2.356194     0.003577     0.044947
    0.732579     3.926991     0.003577     0.044947
    0.732579     5.497787     0.003577     0.044947
    2.409014     0.785398     0.003577     0.044947
    2.409014     2.356194     0.003577     0.044947
    2.409014     3.926991     0.003577     0.044947
    2.409014     5.497787     0.003577     0.044947
    1.078211     1.004259     0.003577     0.044947
    1.078211     2.575055     0.003577     0.044947
    1.078211     4.145852     0.003577     0.044947
    1.078211     5.716648     0.003577     0.044947
    2.063382     1.004259     0.003577     0.044947
    2.063382     2.575055     0.003577     0.044947
    2.063382     4.145852     0.003577     0.044947
    2.063382     5.716648     0.003577     0.044947
    1.078211     0.566537     0.003577     0.044947
    1.078211     2.137334     0.003577     0.044947
    1.078211     3.708130     0.003577     0.044947
    1.078211     5.278926     0.003577     0.044947
    2.063382     0.566537     0.003577     0.044947
