0.250000	0.000000	-nan	1.000000	-nan
0.750000	10.728540	-nan	0.000000	-nan
1.250000	22.067519	-nan	0.000000	-nan
1.750000	35.282662	-nan	0.000000	-nan
2.250000	48.507637	-nan	0.000000	-nan
2.750000	61.719598	-nan	0.000000	-nan
3.250000	74.923405	-nan	0.000000	-nan
3.750000	88.137510	-nan	0.000000	-nan
4.250000	101.342634	-nan	0.000000	-nan
4.750000	114.540765	-nan	0.000000	-nan
5.250000	127.751890	-nan	0.000000	-nan
5.750000	140.956003	-nan	0.000000	-nan
6.250000	154.158509	-nan	0.000000	-nan
6.750000	167.345448	-nan	0.000000	-nan
7.250000	180.554332	-nan	0.000000	-nan
7.750000	193.754007	-nan	0.000000	-nan
8.250000	206.956613	-nan	0.000000	-nan
8.750000	220.152148	-nan	0.000000	-nan
9.250000	233.346185	-nan	0.000000	-nan
9.750000	246.550617	-nan	0.000000	-nan
10.250000	259.744582	-nan	0.000000	-nan
10.750000	272.929820	-nan	0.000000	-nan
11.250000	286.115328	-nan	0.000000	-nan
11.750000	299.297661	-nan	0.000000	-nan
12.250000	312.478107	-nan	0.000000	-nan
12.750000	325.681904	-nan	0.000000	-nan
13.250000	339.092257	-nan	0.000000	-nan
13.750000	352.002608	-nan	0.000000	-nan
14.250000	338.465929	-nan	0.000000	-nan
14.750000	320.790329	-nan	0.000000	-nan
15.250000	305.549601	-nan	0.000000	-nan
15.750000	306.552314	-nan	0.000000	-nan
16.250000	289.457732	-nan	0.000000	-nan
16.750000	300.419419	-nan	0.000000	-nan
17.250000	285.681012	-nan	0.000000	-nan
17.750000	279.239227	-nan	0.000000	-nan
18.250000	289.504314	-nan	0.000000	-nan
18.750000	300.319935	-nan	0.000000	-nan
19.250000	310.912124	-nan	0.000000	-nan
19.750000	321.952227	-nan	0.000000	-nan
20.250000	332.971110	-nan	0.000000	-nan
20.750000	344.289704	-nan	0.000000	-nan
