GOLD-NP

N 1499 R 15.01 29.99

1 15.010000 137772933643151998976.000000 31226880189227008000.000000000000000 
2 15.020000 1074662389906072704.000000 243537843513510400.000000000000000 
3 15.030000 62798845767354088.000000 14229049840711200.000000000000000 
4 15.040000 8369494751324884.000000 1896065917111700.000000000000000 
5 15.050000 1752460337342869.000000 396946939194550.000000000000000 
6 15.060000 488313615442937.000000 110589344065156.250000000000000 
7 15.070000 165726125063157.343750 37526298780401.562500000000000 
8 15.080000 64978147865127.523438 14711010693491.406250000000000 
9 15.090000 28445918609670.234375 6439107757051.562500000000000 
10 15.100000 13584327163670.597656 3074500225795.117187500000000 
11 15.110000 6960016208719.795898 1574988673821.484375000000000 
12 15.120000 3779301593250.014160 855085697966.992187500000000 
13 15.130000 2154757215721.937744 487447070605.249023437500000 
14 15.140000 1280641019173.812500 289659435374.401855468750000 
15 15.150000 788872839609.928955 178401518924.426269531250000 
16 15.160000 501335442808.014893 113357783953.390502929687500 
17 15.170000 327452732734.894958 74029203126.333618164062500 
18 15.180000 219132415139.668091 49532781994.342041015625000 
19 15.190000 149851935720.942596 33867272037.025451660156250 
20 15.200000 104484365099.238571 23610275475.396728515625000 
21 15.210000 74139600040.207336 16750662823.581695556640625 
22 15.220000 53450389069.466225 12074377932.516479492187500 
23 15.230000 39096639450.897079 8830505913.552856445312500 
24 15.240000 28978809780.312031 6544238048.332977294921875 
25 15.250000 21742247733.178822 4909253955.714035034179688 
26 15.260000 16496683358.922926 3724262972.362995147705078 
27 15.270000 12647060847.910463 2854736831.769561767578125 
28 15.280000 9789396729.013079 2209353950.661563873291016 
29 15.290000 7645443145.257217 1725222284.751415252685547 
30 15.300000 6020972903.643917 1358445523.322010040283203 
31 15.310000 4778710415.504991 1078001975.762319564819336 
32 15.320000 3820499466.438140 861712529.633855819702148 
33 15.330000 3075389587.326886 693547097.104668617248535 
34 15.340000 2491571369.469515 561801428.210830688476562 
35 15.350000 2030849672.881965 457847775.316917896270752 
36 15.360000 1664812096.012751 375268847.941493988037109 
37 15.370000 1372143720.268100 309250914.040923118591309 
38 15.380000 1136725856.674364 256154132.059514522552490 
39 15.390000 946276839.460825 213205407.813519239425659 
40 15.400000 791371424.636038 178276824.814265966415405 
41 15.410000 664727197.409692 149724419.930702447891235 
42 15.420000 560681014.757578 126269904.533630609512329 
43 15.430000 474801877.195507 106913214.425501227378845 
44 15.440000 403602555.199518 90867373.497757315635681 
45 15.450000 344323261.627244 77509634.975424408912659 
46 15.460000 294768278.574797 66344585.881438851356506 
47 15.470000 253181784.067588 56976106.644186377525330 
48 15.480000 218152894.373862 49085929.918211698532104 
49 15.490000 188542622.460270 42417149.423076212406158 
50 15.500000 163427379.234232 36761464.869952201843262 
51 15.510000 142055036.076440 31949263.555300235748291 
52 15.520000 123810579.908781 27841868.028614670038223 
53 15.530000 108189133.814792 24325446.832004189491272 
54 15.540000 94774662.984318 21306208.830950409173965 
55 15.550000 83223091.220168 18706593.251392990350723 
56 15.560000 73248855.694183 16462235.857755690813065 
57 15.570000 64614154.516942 14519542.951548844575882 
58 15.580000 57120312.794526 12833743.516316637396812 
59 15.590000 50600822.568477 11367319.131434336304665 
60 15.600000 44915710.875682 10088733.597972616553307 
61 15.610000 39946965.840259 8971401.308187842369080 
62 15.620000 35594808.919527 7992846.533707529306412 
63 15.630000 31774646.403935 7134015.962554700672626 
64 15.640000 28414568.175640 6378714.695470221340656 
65 15.650000 25453288.932473 5713142.052805610001087 
66 15.660000 22838448.369354 5125508.348100259900093 
67 15.670000 20525203.530642 4605717.558793537318707 
68 15.680000 18475059.732938 4145103.800674155354500 
69 15.690000 16654896.894659 3736211.868109274655581 
70 15.700000 15036156.398872 3372613.973002787679434 
71 15.710000 13594160.224000 3048756.306577380746603 
72 15.720000 12307539.362008 2759830.240613594651222 
73 15.730000 11157752.784341 2501663.941593933850527 
74 15.740000 10128681.629447 2270630.941330362111330 
75 15.750000 9206286.041850 2063572.829448524862528 
76 15.760000 8378314.324896 1877733.736612973734736 
77 15.770000 7634055.882197 1710704.686337849125266 
78 15.780000 6964130.899508 1560376.226280583068728 
79 15.790000 6360310.924865 1424898.021943774074316 
80 15.800000 5815365.492549 1302644.318470638245344 
81 15.810000 5322930.747506 1192184.359111357480288 
82 15.820000 4877396.694482 1092256.999488966539502 
83 15.830000 4473810.247091 1001748.881021840497851 
84 15.840000 4107791.707831 919675.629620230756700 
85 15.850000 3775462.687955 845165.630976157262921 
86 15.860000 3473383.790224 777446.004569507203996 
87 15.870000 3198500.639160 715830.457488214597106 
88 15.880000 2948097.061830 659708.748387102968991 
89 15.890000 2719754.404889 608537.533088959753513 
90 15.900000 2511316.126774 561832.397848530672491 
91 15.910000 2320856.932598 519160.915295034646988 
92 15.920000 2146655.827580 480136.582472268491983 
93 15.930000 1987172.556191 444413.520972349215299 
94 15.940000 1841026.971325 411681.836545595433563 
95 15.950000 1706980.943180 381663.550286332610995 
96 15.960000 1583922.472862 354109.025973337702453 
97 15.970000 1470851.722850 328793.828745314385742 
98 15.980000 1366868.716475 305515.959314128849655 
99 15.990000 1271162.492707 284093.415608303621411 
100 16.000000 1183001.531741 264362.040306150447577 
101 16.010000 1101725.291749 246173.618334450293332 
102 16.020000 1026736.718586 229394.193218933651224 
103 16.030000 957495.608536 213902.575300500029698 
104 16.040000 893512.719937 199589.018378936452791 
105 16.050000 834344.543105 186354.044396750396118 
106 16.060000 779588.649628 174107.398407504661009 
107 16.070000 728879.552220 162767.118343256879598 
108 16.080000 681885.015016 152258.706057927338406 
