0.075000, 95.188819 
0.150000, 81.880699 
0.225000, 70.272568 
0.300000, 60.155571 
0.375000, 51.346041 
0.450000, 43.682493 
0.525000, 37.022966 
0.600000, 31.242690 
0.675000, 26.232028 
0.750000, 21.894659 
0.825000, 18.145986 
0.900000, 14.911721 
0.975000, 12.126656 
1.050000, 9.733564 
1.125000, 7.682238 
1.200000, 5.928649 
1.275000, 4.434199 
1.350000, 3.165061 
1.425000, 2.091609 
1.500000, 1.187901 
1.575000, 0.431238 
1.650000, -0.198235 
1.725000, -0.717871 
1.800000, -1.142830 
1.875000, -1.486345 
1.950000, -1.759958 
2.025000, -1.973730 
2.100000, -2.136422 
2.175000, -2.255653 
2.250000, -2.338046 
2.325000, -2.389351 
2.400000, -2.414549 
2.475000, -2.417955 
2.550000, -2.403297 
2.625000, -2.373792 
2.700000, -2.332210 
2.775000, -2.280932 
2.850000, -2.221997 
2.925000, -2.157150 
3.000000, -2.087879 
3.075000, -2.015445 
3.150000, -1.940918 
3.225000, -1.865196 
3.300000, -1.789032 
3.375000, -1.713053 
3.450000, -1.637777 
3.525000, -1.563626 
3.600000, -1.490942 
3.675000, -1.419999 
3.750000, -1.351010 
3.825000, -1.284135 
3.900000, -1.219496 
3.975000, -1.157173 
4.050000, -1.097219 
4.125000, -1.039660 
4.200000, -0.984497 
4.275000, -0.931719 
4.350000, -0.881295 
4.425000, -0.833184 
4.500000, -0.787336 
4.575000, -0.743693 
4.650000, -0.702190 
4.725000, -0.662759 
4.800000, -0.625329 
4.875000, -0.589824 
4.950000, -0.556170 
5.025000, -0.524292 
5.100000, -0.494114 
5.175000, -0.465561 
5.250000, -0.438560 
5.325000, -0.413040 
5.400000, -0.388929 
5.475000, -0.366158 
5.550000, -0.344663 
5.625000, -0.324378 
5.700000, -0.305242 
5.775000, -0.287194 
5.850000, -0.270179 
5.925000, -0.254142 
6.000000, -0.239029 
6.075000, -0.224791 
6.150000, -0.211380 
6.225000, -0.198751 
6.300000, -0.186860 
6.375000, -0.175666 
6.450000, -0.165131 
6.525000, -0.155216 
6.600000, -0.145886 
6.675000, -0.137109 
6.750000, -0.128852 
6.825000, -0.121086 
6.900000, -0.113782 
6.975000, -0.106913 
7.050000, -0.100455 
7.125000, -0.094383 
7.200000, -0.088674 
7.275000, -0.083307 
7.350000, -0.078262 
7.425000, -0.073521 
7.500000, -0.069065 
7.575000, -0.064876 
7.650000, -0.060941 
7.725000, -0.057242 
7.800000, -0.053767 
7.875000, -0.050501 
7.950000, -0.047433 
8.025000, -0.044550 
8.100000, -0.041842 
8.175000, -0.039298 
8.250000, -0.036908 
8.325000, -0.034662 
8.400000, -0.032553 
8.475000, -0.030572 
8.550000, -0.028711 
8.625000, -0.026963 
8.700000, -0.025321 
8.775000, -0.023779 
8.850000, -0.022330 
8.925000, -0.020970 
9.000000, -0.019692 
9.075000, -0.018492 
9.150000, -0.017365 
9.225000, -0.016307 
9.300000, -0.015313 
9.375000, -0.014379 
9.450000, -0.013502 
9.525000, -0.012679 
9.600000, -0.011906 
9.675000, -0.011180 
9.750000, -0.010498 
9.825000, -0.009858 
9.900000, -0.009256 
9.975000, -0.008692 
10.050000, -0.008161 
10.125000, -0.007663 
10.200000, -0.007196 
10.275000, -0.006757 
10.350000, -0.006345 
10.425000, -0.005957 
10.500000, -0.005594 
10.575000, -0.005253 
10.650000, -0.004932 
10.725000, -0.004631 
10.800000, -0.004348 
10.875000, -0.004083 
10.950000, -0.003834 
11.025000, -0.003600 
11.100000, -0.003380 
11.175000, -0.003174 
11.250000, -0.002980 
11.325000, -0.002798 
11.400000, -0.002627 
11.475000, -0.002467 
11.550000, -0.002316 
11.625000, -0.002175 
11.700000, -0.002042 
11.775000, -0.001918 
11.850000, -0.001801 
11.925000, -0.001691 
12.000000, -0.001587 
12.075000, -0.001490 
12.150000, -0.001399 
12.225000, -0.001314 
12.300000, -0.001234 
12.375000, -0.001159 
12.450000, -0.001088 
12.525000, -0.001021 
12.600000, -0.000959 
12.675000, -0.000900 
12.750000, -0.000845 
12.825000, -0.000794 
12.900000, -0.000745 
12.975000, -0.000700 
13.050000, -0.000657 
13.125000, -0.000617 
13.200000, -0.000579 
13.275000, -0.000544 
13.350000, -0.000511 
13.425000, -0.000480 
13.500000, -0.000450 
13.575000, -0.000423 
13.650000, -0.000397 
13.725000, -0.000373 
13.800000, -0.000350 
13.875000, -0.000329 
13.950000, -0.000309 
14.025000, -0.000290 
14.100000, -0.000272 
14.175000, -0.000255 
14.250000, -0.000240 
14.325000, -0.000225 
14.400000, -0.000211 
14.475000, -0.000199 
14.550000, -0.000186 
14.625000, -0.000175 
14.700000, -0.000164 
14.775000, -0.000154 
14.850000, -0.000145 
14.925000, -0.000136 
